INCIDENT_NO,OFFENSE,HOUR_FROM,HOUR_TO,LONGITUDE_X,LATITUDE_X
239034025,BREAKING AND ENTERING,530,535.0,-84.48840811,39.13912389
239034026,CRIMINAL DAMAGING/ENDANGERING,50,1030.0,-84.57603933,39.11945248
239034008,ASSAULT,40,421.0,-84.52284175,39.19987068
239034006,CRIMINAL DAMAGING/ENDANGERING,40,415.0,-84.52886766,39.1404855
239034006,DOMESTIC VIOLENCE,40,415.0,-84.52808766,39.1395155
239034001,CRIMINAL DAMAGING/ENDANGERING,340,344.0,-84.52024354,39.11734087
239034004,THEFT,330,358.0,-84.52618782,39.14316432
239034007,CRIMINAL DAMAGING/ENDANGERING,330,330.0,-84.51692952,39.09951672
239034007,CRIMINAL DAMAGING/ENDANGERING,330,330.0,-84.51676952,39.09905672
239034007,CRIMINAL DAMAGING/ENDANGERING,330,330.0,-84.51659952,39.09853672
239034007,CRIMINAL DAMAGING/ENDANGERING,330,330.0,-84.51646952,39.09919672
239033996,DOMESTIC VIOLENCE,130,144.0,-84.58509296,39.11079917
239033995,THEFT,130,153.0,-84.51305958,39.10954754
239034021,THEFT,10,115.0,-84.48411685,39.15256802
239034018,THEFT,10,845.0,-84.54036082,39.1605978
239033997,ASSAULT,10,114.0,-84.553892,39.10506711
239033991,ASSAULT,45,50.0,-84.59571748,39.15752548
239034978,BREAKING AND ENTERING,0,120.0,-84.54827497,39.16288767
239034386,ASSAULT,0,5.0,-84.51155017,39.1097428
239034040,THEFT,0,1415.0,-84.56739287,39.18969331
239034035,THEFT,0,60.0,-84.56087132,39.17923552
239034031,THEFT,0,90.0,-84.60303943,39.13093779
239033985,THEFT,2335,2340.0,-84.61329543,39.14870387
239033985,THEFT,2335,2340.0,-84.61283543,39.14999387
239033985,THEFT,2335,2340.0,-84.61246543,39.14972387
239033985,THEFT,2335,2340.0,-84.61198543,39.14989387
239033985,THEFT,2335,2340.0,-84.61169543,39.14976387
239034296,THEFT,2310,2320.0,-84.54022399,39.10303953
239034022,TELEPHONE HARASSMENT,230,930.0,-84.43837841,39.17504636
239034836,THEFT,2250,2250.0,-84.53091337,39.10284928
239033978,DOMESTIC VIOLENCE,220,2222.0,-84.59764391,39.10424924
239C000652,THEFT,210,1145.0,-84.48882867,39.12131542
239034016,CRIMINAL DAMAGING/ENDANGERING,210,630.0,-84.56127929,39.1787053
239033974,CRIMINAL DAMAGING/ENDANGERING,210,2211.0,-84.5159536,39.11230402
239033974,THEFT,210,2211.0,-84.5159136,39.11116402
239033974,CRIMINAL DAMAGING/ENDANGERING,210,2211.0,-84.5156836,39.11086402
239033974,THEFT,210,2211.0,-84.5154336,39.11183402
239033974,THEFT,210,2211.0,-84.5154136,39.11071402
239033974,CRIMINAL DAMAGING/ENDANGERING,210,2211.0,-84.5152636,39.11251402
239033974,CRIMINAL DAMAGING/ENDANGERING,210,2211.0,-84.5144836,39.11222402
239033974,CRIMINAL DAMAGING/ENDANGERING,210,2211.0,-84.5140836,39.11241402
239033974,THEFT,210,2211.0,-84.5140536,39.11254402
239033974,THEFT,210,2211.0,-84.5140236,39.11065402
239033986,THEFT,2030,2330.0,-84.55115099,39.20806338
239033982,CRIMINAL DAMAGING/ENDANGERING,2030,2255.0,-84.53994099,39.16172779
239033970,THEFT,2023,2035.0,-84.61005878,39.13059603
239033970,THEFT,2023,2035.0,-84.60993878,39.13029603
239033973,THEFT,205,227.0,-84.5186249,39.10770979
239034266,UNAUTHORIZED USE OF MOTOR VEHICLE,200,2230.0,-84.43531488,39.11524236
239034182,THEFT,200,60.0,-84.49192584,39.19367357
239033977,THEFT,200,2253.0,-84.51901954,39.10615823
239C000772,THEFT,1930,830.0,-84.44931406,39.13450278
239033966,AGGRAVATED ROBBERY,1850,190.0,-84.51673316,39.175821
239033976,THEFT,180,2250.0,-84.51496244,39.10867265
239033976,THEFT,180,2250.0,-84.51476244,39.10802265
239033976,THEFT,180,2250.0,-84.51472244,39.10898265
239033994,BURGLARY,1745,0.0,-84.52873272,39.13088668
239033962,AGGRAVATED MENACING,1745,1750.0,-84.51696113,39.1162719
239034023,THEFT,1730,110.0,-84.51777628,39.10665573
239034157,THEFT,170,1730.0,-84.68168642,39.10204671
239033972,THEFT,1630,2150.0,-84.51987599,39.11606497
239033972,THEFT,1630,2150.0,-84.51967599,39.11653497
239033972,THEFT,1630,2150.0,-84.51929599,39.11684497
239033972,CRIMINAL DAMAGING/ENDANGERING,1630,2150.0,-84.51921599,39.11705497
239033972,THEFT,1630,2150.0,-84.51913599,39.11725497
239033972,CRIMINAL DAMAGING/ENDANGERING,1630,2150.0,-84.51899599,39.11580497
239033972,CRIMINAL DAMAGING/ENDANGERING,1630,2150.0,-84.51888599,39.11597497
239033972,THEFT,1630,2150.0,-84.51870599,39.11719497
239033972,CRIMINAL DAMAGING/ENDANGERING,1630,2150.0,-84.51869599,39.11538497
239033972,THEFT,1630,2150.0,-84.51842599,39.11588497
239033972,CRIMINAL DAMAGING/ENDANGERING,1630,2150.0,-84.51831599,39.11695497
239033972,CRIMINAL DAMAGING/ENDANGERING,1630,2150.0,-84.51828599,39.11556497
239034968,CRIMINAL DAMAGING/ENDANGERING,1630,1730.0,-84.47187373,39.17450595
239034017,THEFT,159,1512.0,-84.61658242,39.13033127
239034430,CRIMINAL DAMAGING/ENDANGERING,150,1530.0,-84.51288149,39.12023778
239033946,AGGRAVATED MENACING,150,154.0,-84.54940559,39.12848811
239033945,AGGRAVATED MENACING,1440,1446.0,-84.61470296,39.13773809
239033942,THEFT,1423,1423.0,-84.42748249,39.161803
239033941,FELONIOUS ASSAULT,1415,1429.0,-84.51742934,39.11585998
239033943,ASSAULT,1410,1417.0,-84.56625512,39.14544341
239034045,DOMESTIC VIOLENCE,140,150.0,-84.56942667,39.10804922
239034045,AGGRAVATED MENACING,140,150.0,-84.56923667,39.10945922
239C000768,THEFT,1350,1430.0,-84.53043574,39.11219199
239033944,FORGERY,1345,143.0,-84.61982389,39.14210336
239034212,CRIMINAL DAMAGING/ENDANGERING,1258,130.0,-84.48295351,39.13004354
239033932,ASSAULT,1245,137.0,-84.59861391,39.10397924
239033930,CRIMINAL DAMAGING/ENDANGERING,1245,1250.0,-84.52706338,39.11767942
239033931,THEFT,1230,1245.0,-84.51161537,39.10619764
239033919,THEFT,1211,1220.0,-84.60438065,39.13117797
239033933,TELEPHONE HARASSMENT,120,1235.0,-84.58705896,39.11964159
239033920,TELEPHONE HARASSMENT,120,125.0,-84.56234408,39.18004441
239035486,THEFT,110,120.0,-84.50235799,39.16033378
239033918,CRIMINAL DAMAGING/ENDANGERING,1033,1035.0,-84.52390545,39.11007872
239033936,CRIMINAL DAMAGING/ENDANGERING,100,1230.0,-84.48480685,39.15130802
239033936,ASSAULT,100,1230.0,-84.48400685,39.15175802
239033951,THEFT,90,160.0,-84.56653006,39.10204901
239033914,THEFT,815,825.0,-84.45672324,39.20135624
239033935,MENACING,748,750.0,-84.47931604,39.13995627
239034638,FELONIOUS ASSAULT,70,1438.0,-84.56630071,39.10718891
239034638,ENDANGERING CHILDREN,70,1438.0,-84.56565071,39.10895891
239033893,THEFT,530,70.0,-84.54652348,39.19120512
239033887,THEFT,40,415.0,-84.473506,39.15992489
239033884,CRIMINAL DAMAGING/ENDANGERING,140,145.0,-84.48899856,39.12312898
239033880,AGGRAVATED ROBBERY,131,135.0,-84.6043889,39.12855474
239033896,THEFT,10,752.0,-84.4475116,39.14168235
239033883,ASSAULT,45,110.0,-84.5041114,39.12753468
239033883,CRIMINAL DAMAGING/ENDANGERING,45,110.0,-84.5022514,39.12666468
239033906,THEFT,30,20.0,-84.53240602,39.14163428
239033877,THEFT,24,26.0,-84.46859915,39.14660641
239033961,THEFT,15,30.0,-84.51582977,39.10838879
239033891,THEFT,1,60.0,-84.51501024,39.12212439
239034257,CRIMINAL DAMAGING/ENDANGERING,0,140.0,-84.59891239,39.15745279
239033975,THEFT,0,120.0,-84.45107977,39.1392845
239033925,CRIMINAL DAMAGING/ENDANGERING,0,90.0,-84.51576281,39.11529896
239033904,THEFT,0,845.0,-84.43924973,39.11451856
239033905,THEFT,2345,830.0,-84.58394182,39.1171072
239033886,THEFT,2330,319.0,-84.51424681,39.10866432
239033886,THEFT,2330,319.0,-84.51414681,39.10873432
239034237,ENDANGERING CHILDREN,2323,2323.0,-84.51340738,39.11595878
239033956,THEFT,230,90.0,-84.59523058,39.14433716
239033956,THEFT,230,90.0,-84.59453058,39.14448716
239033876,THEFT,230,2335.0,-84.48666474,39.1588027
239033870,CRIMINAL DAMAGING/ENDANGERING,230,2315.0,-84.60361241,39.15493633
239033867,CRIMINAL DAMAGING/ENDANGERING,230,235.0,-84.60955333,39.13718126
239033872,,2240,2242.0,-84.56629138,39.10576085
239033899,CRIMINAL DAMAGING/ENDANGERING,220,80.0,-84.51416283,39.11252212
239033922,THEFT,2145,52.0,-84.50470103,39.13136767
239033864,AGGRAVATED ROBBERY,2135,2140.0,-84.45340907,39.20644427
239033897,THEFT,210,210.0,-84.51294111,39.10262309
239033860,THEFT,210,2110.0,-84.50663836,39.13367687
239033856,DOMESTIC VIOLENCE,2049,2055.0,-84.51543523,39.12062677
239033853,AGGRAVATED MENACING,2040,2050.0,-84.49530585,39.14112976
239033851,DOMESTIC VIOLENCE,2040,2053.0,-84.59655464,39.14628275
239033889,THEFT,2030,50.0,-84.57428931,39.1592748
239033913,THEFT,200,100.0,-84.68852309,39.10806668
239033901,THEFT,200,70.0,-84.56562934,39.10531269
239033861,CRIMINAL DAMAGING/ENDANGERING,1920,1930.0,-84.55426905,39.14859042
239033861,DOMESTIC VIOLENCE,1920,1930.0,-84.55353905,39.14811042
239033848,THEFT,190,1910.0,-84.61961728,39.1455123
239033841,CRIMINAL DAMAGING/ENDANGERING,1755,180.0,-84.58974394,39.11501149
239033903,CRIMINAL DAMAGING/ENDANGERING,1750,835.0,-84.60021424,39.15596757
239C000767,THEFT,1745,180.0,-84.51366718,39.1053719
239033948,THEFT,1658,1659.0,-84.57578125,39.12181453
239034183,BREAKING AND ENTERING,160,60.0,-84.50836779,39.10009306
239033833,ROBBERY,1530,1533.0,-84.58985807,39.14112635
239033939,DOMESTIC VIOLENCE,150,1520.0,-84.58869326,39.12092669
239033869,CRIMINAL DAMAGING/ENDANGERING,150,2340.0,-84.52873677,39.10683187
239033869,BURGLARY,150,2340.0,-84.52717677,39.10609187
239033828,BURGLARY,1245,1440.0,-84.41607284,39.18598304
239033923,BREAKING AND ENTERING,120,120.0,-84.42923612,39.0667012
239033949,THEFT,120,150.0,-84.46701869,39.13448891
239033832,CRIMINAL DAMAGING/ENDANGERING,120,1435.0,-84.50843084,39.12361327
239033810,ASSAULT,1115,1120.0,-84.51049413,39.18880703
239033808,THEFT,115,1110.0,-84.50030039,39.15188511
239033812,ASSAULT,110,1129.0,-84.51508253,39.11588327
239033809,FELONIOUS ASSAULT,1045,1051.0,-84.39070313,39.19858527
239033813,ASSAULT,1029,1029.0,-84.43055125,39.1741411
239033798,ASSAULT,1025,1025.0,-84.51505486,39.11204979
239033798,AGGRAVATED MENACING,1025,1025.0,-84.51491486,39.11178979
239033900,THEFT,100,80.0,-84.58631277,39.15215901
239033900,THEFT,100,80.0,-84.58599277,39.15309901
239033900,THEFT,100,80.0,-84.58575277,39.15218901
239033900,THEFT,100,80.0,-84.58561277,39.15187901
239033900,THEFT,100,80.0,-84.58549277,39.15216901
239033890,THEFT,90,20.0,-84.57961026,39.15353114
239033800,TELEPHONE HARASSMENT,840,841.0,-84.50782876,39.13485322
239033910,AGGRAVATED MENACING,830,845.0,-84.5218175,39.10690226
239033793,ASSAULT,82,84.0,-84.57504881,39.09976046
239033816,THEFT,80,120.0,-84.52056569,39.10478472
239033803,AGGRAVATED MENACING,756,758.0,-84.56584363,39.1053079
239033842,THEFT,70,90.0,-84.39689155,39.15461401
239033830,THEFT,630,140.0,-84.54548163,39.17533389
239033782,AGGRAVATED BURGLARY,230,235.0,-84.5480083,39.20069595
239033782,DOMESTIC VIOLENCE,230,235.0,-84.5477183,39.19964595
239033794,BREAKING AND ENTERING,220,240.0,-84.51751485,39.09885166
239035273,THEFT,10,140.0,-84.51755139,39.10293166
239033776,DOMESTIC VIOLENCE,10,120.0,-84.49017595,39.12967817
239036288,TAKING THE IDENTITY OF ANOTHER,0,1734.0,-84.44788703,39.13960668
239033888,THEFT,0,32.0,-84.50491103,39.13137767
239033767,THEFT,2345,2350.0,-84.61797187,39.13488315
239033759,THEFT,230,235.0,-84.49535491,39.12610081
239033762,FELONIOUS ASSAULT,2240,2245.0,-84.47862981,39.19475486
239033760,ASSAULT,2235,2239.0,-84.52229595,39.09783436
239033760,ASSAULT,2235,2239.0,-84.52227595,39.09816436
239033760,ASSAULT,2235,2239.0,-84.52188595,39.09815436
239033752,THEFT,2228,2234.0,-84.51801748,39.09429039
239033752,CRIMINAL DAMAGING/ENDANGERING,2228,2234.0,-84.51753748,39.09342039
239033819,DOMESTIC VIOLENCE,220,120.0,-84.54825979,39.196457
239033784,THEFT,220,730.0,-84.5023908,39.1530428
239033783,THEFT,220,630.0,-84.42417893,39.15434369
239033783,THEFT,220,630.0,-84.42369893,39.15379369
239033783,THEFT,220,630.0,-84.42333893,39.15485369
239033783,THEFT,220,630.0,-84.42307893,39.15521369
239033783,THEFT,220,630.0,-84.42306893,39.15455369
239033783,THEFT,220,630.0,-84.42260893,39.15570369
239033783,THEFT,220,630.0,-84.42246893,39.15439369
239033758,THEFT,220,2230.0,-84.42243651,39.16010508
239033758,THEFT,220,2230.0,-84.42175651,39.16006508
239033758,THEFT,220,2230.0,-84.42132651,39.15960508
239033758,THEFT,220,2230.0,-84.42131651,39.16132508
239033763,THEFT,2146,2149.0,-84.56473411,39.18377238
239033750,THEFT,2140,2150.0,-84.5809704,39.10758266
239033757,MENACING,2135,2141.0,-84.58281071,39.11682416
239034038,THEFT,2130,2210.0,-84.46812915,39.14656641
239033799,THEFT,2130,100.0,-84.55945334,39.10594239
239033845,ASSAULT,210,2130.0,-84.5613686,39.15652171
239033806,THEFT,210,50.0,-84.41529728,39.15620904
239033748,BURGLARY,2050,211.0,-84.47369756,39.17382241
239033756,CRIMINAL DAMAGING/ENDANGERING,2050,210.0,-84.50939139,39.13322072
239033785,THEFT,2030,730.0,-84.51684952,39.09864672
239033785,THEFT,2030,730.0,-84.51659952,39.10045672
239033746,THEFT,2030,210.0,-84.5188929,39.09310289
239033744,THEFT,2023,2025.0,-84.53646629,39.13939445
239033747,AGGRAVATED MENACING,2015,2025.0,-84.48518588,39.15097543
239033843,CRIMINAL DAMAGING/ENDANGERING,200,1530.0,-84.50792261,39.12928595
239033780,ASSAULT,195,1910.0,-84.44444629,39.14477682
239033836,THEFT,180,160.0,-84.52377854,39.12942109
239033789,CRIMINAL DAMAGING/ENDANGERING,180,530.0,-84.6051552,39.12853426
239033734,THEFT,1646,1649.0,-84.61104878,39.13114603
239033731,MENACING,1555,160.0,-84.52139428,39.14328584
239033731,VIOLATE PROTECTION ORDER/CONSENT AGREEMENT,1555,160.0,-84.52086428,39.14319584
239033755,CRIMINAL DAMAGING/ENDANGERING,1530,2230.0,-84.51876748,39.09469039
239033719,TELEPHONE HARASSMENT,1511,1511.0,-84.55411415,39.14987036
239033715,THEFT,155,1515.0,-84.60064027,39.12566592
239033715,THEFT,155,1515.0,-84.59969027,39.12510592
239033733,BURGLARY,150,170.0,-84.51392413,39.10984798
239033827,THEFT,150,90.0,-84.50798945,39.20084426
239033732,AGGRAVATED MENACING,1450,150.0,-84.4993183,39.1231255
239033728,ASSAULT,1444,1450.0,-84.5147299,39.11383534
239034314,ASSAULT,1430,1445.0,-84.58597856,39.10746761
239C000759,THEFT,1430,2130.0,-84.5049187,39.1308773
239033698,THEFT,1430,1434.0,-84.56530116,39.11173241
239033717,ASSAULT,1410,1412.0,-84.46579881,39.18960944
239033708,THEFT,140,1410.0,-84.62103464,39.1427084
239034217,THEFT,1350,1350.0,-84.42649918,39.14535065
239033687,THEFT,1226,1231.0,-84.53799717,39.13747811
239033735,THEFT,120,1713.0,-84.54771979,39.196607
239033726,CRIMINAL DAMAGING/ENDANGERING,120,1415.0,-84.48296861,39.1517165
239033681,THEFT,110,1140.0,-84.54143168,39.16424689
239033672,ASSAULT,1035,1040.0,-84.5015596,39.14647823
239033673,THEFT,1020,1025.0,-84.5570264,39.10577819
239033676,THEFT,1020,1023.0,-84.42707249,39.161543
239033796,THEFT,915,925.0,-84.41945209,39.19310899
239033684,CRIMINAL DAMAGING/ENDANGERING,910,920.0,-84.54589306,39.1701575
239033684,CRIMINAL DAMAGING/ENDANGERING,910,920.0,-84.54509306,39.1704475
239033684,CRIMINAL DAMAGING/ENDANGERING,910,920.0,-84.54487306,39.1692175
239033671,ASSAULT,90,935.0,-84.55340504,39.16514633
249000230,BREAKING AND ENTERING,80,210.0,-84.49850612,39.15167963
239033711,THEFT,80,100.0,-84.54612904,39.16499576
239033656,THEFT,60,62.0,-84.51517068,39.12881972
239033699,THEFT,50,140.0,-84.53100679,39.13878777
239033791,MENACING,435,450.0,-84.47791788,39.17230146
239033654,,350,355.0,-84.61089095,39.14089536
239033661,THEFT,240,250.0,-84.43001647,39.1443854
239033661,BREAKING AND ENTERING,240,250.0,-84.42953647,39.1439754
239033801,THEFT,225,235.0,-84.55659798,39.10924474
239033669,THEFT,29,50.0,-84.52144451,39.12838917
239033653,AGGRAVATED ROBBERY,134,334.0,-84.58430422,39.11269547
239033650,AGGRAVATED MENACING,45,10.0,-84.55211529,39.12220909
239033650,AGGRAVATED MENACING,45,10.0,-84.55194529,39.12231909
239033650,AGGRAVATED MENACING,45,10.0,-84.55111529,39.12086909
239033650,AGGRAVATED MENACING,45,10.0,-84.55068529,39.12170909
239033649,BURGLARY,30,48.0,-84.55279043,39.10333929
249000158,TAKING THE IDENTITY OF ANOTHER,0,0.0,-84.48528948,39.12086772
239035565,THEFT,0,0.0,-84.5114107,39.1076134
239033820,THEFT,0,2359.0,-84.58045315,39.10545117
239033779,THEFT,0,170.0,-84.57438965,39.15683173
239033648,CRIMINAL DAMAGING/ENDANGERING,0,9.0,-84.52373043,39.14004823
239033645,AGGRAVATED MENACING,2330,2344.0,-84.5253688,39.10725202
239033646,FELONIOUS ASSAULT,2328,2331.0,-84.56049526,39.11441786
239033662,CRIMINAL DAMAGING/ENDANGERING,230,90.0,-84.55342888,39.1663427
239033662,THEFT,230,90.0,-84.55299888,39.1656827
239033662,CRIMINAL DAMAGING/ENDANGERING,230,90.0,-84.55247888,39.1656427
239033662,THEFT,230,90.0,-84.55219888,39.1662727
239033680,ASSAULT,230,230.0,-84.50374982,39.13629311
239033663,THEFT,2230,855.0,-84.40119646,39.15954805
239033658,THEFT,2230,745.0,-84.48140406,39.1980247
239033638,THEFT,2220,2225.0,-84.39503283,39.16148416
239033638,THEFT,2220,2225.0,-84.39420283,39.16136416
239033657,THEFT,220,70.0,-84.56171837,39.18462871
239034927,ASSAULT,2130,2145.0,-84.49043829,39.12609182
239034927,THEFT,2130,2145.0,-84.49004829,39.12728182
239033754,THEFT,2130,2030.0,-84.51266983,39.14240412
239033665,THEFT,210,745.0,-84.60874155,39.14409862
239033643,THEFT,2034,2258.0,-84.57201168,39.12832099
239033712,THEFT,190,190.0,-84.51184537,39.10690764
239034090,THEFT,190,60.0,-84.50877261,39.13011595
239033641,CRIMINAL DAMAGING/ENDANGERING,190,230.0,-84.52243969,39.10591734
239033632,,190,1929.0,-84.53348246,39.12240607
239033622,ASSAULT,190,1910.0,-84.48385357,39.12759625
239033621,CRIMINAL DAMAGING/ENDANGERING,1855,190.0,-84.51650392,39.11220129
239033683,THEFT,1845,1915.0,-84.4923912,39.1459809
239033629,ASSAULT,1830,1845.0,-84.54059085,39.19253563
239033637,THEFT,1815,1815.0,-84.59723062,39.12825252
239033692,THEFT,180,820.0,-84.472836,39.16023489
239033692,THEFT,180,820.0,-84.472376,39.15927489
239033642,THEFT,180,220.0,-84.53665983,39.1132345
239033615,AGGRAVATED MENACING,1720,1720.0,-84.57030154,39.13490514
239033615,AGGRAVATED MENACING,1720,1720.0,-84.56972154,39.13318514
239033615,AGGRAVATED MENACING,1720,1720.0,-84.56947154,39.13447514
239033615,AGGRAVATED MENACING,1720,1720.0,-84.56942154,39.13474514
239033615,AGGRAVATED MENACING,1720,1720.0,-84.56875154,39.13350514
239033838,THEFT,1616,1620.0,-84.51811675,39.11928132
239033606,ASSAULT,1610,1615.0,-84.5209277,39.20097687
239033664,THEFT,160,1715.0,-84.58558052,39.11292053
239033612,DOMESTIC VIOLENCE,160,1722.0,-84.54995292,39.1564508
239033607,ASSAULT,1550,1555.0,-84.57632085,39.11275307
239C000764,THEFT,1535,1715.0,-84.40205544,39.16831845
239033608,THEFT,1530,1530.0,-84.47792288,39.13450591
239033604,CRIMINAL DAMAGING/ENDANGERING,1510,1520.0,-84.60661451,39.12810111
239033604,CRIMINAL DAMAGING/ENDANGERING,1510,1520.0,-84.60636451,39.12748111
239033604,CRIMINAL DAMAGING/ENDANGERING,1510,1520.0,-84.60524451,39.12817111
239034279,THEFT,159,1510.0,-84.51178537,39.10637764
239033070,FORGERY,150,153.0,-84.60313205,39.12389273
239033703,THEFT,150,1515.0,-84.52190261,39.12811539
239034278,THEFT,1430,1445.0,-84.51268537,39.10601764
239033591,AGGRAVATED MENACING,1340,1345.0,-84.53930764,39.2006791
239034177,THEFT,1230,230.0,-84.4716901,39.14527006
239033668,THEFT,1230,930.0,-84.53018259,39.13756481
239033597,MENACING,1225,1240.0,-84.4915307,39.12804327
239033620,CRIMINAL DAMAGING/ENDANGERING,120,180.0,-84.46519687,39.17662391
239033594,THEFT,120,1250.0,-84.57202683,39.10935268
239033583,ASSAULT,120,1211.0,-84.54558644,39.19242024
239033576,THEFT,1115,1118.0,-84.56410727,39.11608197
239033614,MENACING,110,1115.0,-84.53806855,39.15890267
239033598,CRIMINAL DAMAGING/ENDANGERING,110,140.0,-84.52738149,39.13644443
239033584,DOMESTIC VIOLENCE,110,1150.0,-84.54663486,39.18804027
239033618,THEFT,1050,120.0,-84.5793912,39.20295146
239033572,AGGRAVATED MENACING,1025,1027.0,-84.5780134,39.11706435
239033572,DOMESTIC VIOLENCE,1025,1027.0,-84.5776834,39.11848435
239033579,THEFT,927,931.0,-84.58496052,39.11325053
239033567,CRIMINAL DAMAGING/ENDANGERING,927,928.0,-84.56618204,39.10081071
239033568,AGGRAVATED MENACING,918,925.0,-84.53553196,39.13475875
239033568,AGGRAVATED MENACING,918,925.0,-84.53538196,39.13582875
239033566,ASSAULT,915,916.0,-84.51038915,39.12102297
239033562,THEFT,915,916.0,-84.5127861,39.16309196
239033562,THEFT,915,916.0,-84.5126961,39.16366196
239033926,FORGERY,90,160.0,-84.60280205,39.12391273
239033926,FORGERY,90,160.0,-84.60177205,39.12316273
239033563,DOMESTIC VIOLENCE,850,856.0,-84.57237245,39.11346824
239033742,THEFT,80,1950.0,-84.54742149,39.16455964
239033601,BREAKING AND ENTERING,80,1540.0,-84.5218125,39.13446582
239033551,THEFT,740,745.0,-84.46852915,39.14601641
239033558,DOMESTIC VIOLENCE,735,737.0,-84.57012284,39.1335949
239033558,DOMESTIC VIOLENCE,735,737.0,-84.56981284,39.1327949
239033543,CRIMINAL DAMAGING/ENDANGERING,650,75.0,-84.50354414,39.15328114
239033537,CRIMINAL DAMAGING/ENDANGERING,518,519.0,-84.52930149,39.13728443
239033537,CRIMINAL DAMAGING/ENDANGERING,518,519.0,-84.52884149,39.13721443
239033537,CRIMINAL DAMAGING/ENDANGERING,518,519.0,-84.52870149,39.13657443
239033537,CRIMINAL DAMAGING/ENDANGERING,518,519.0,-84.52788149,39.13631443
239C000752,THEFT,50,525.0,-84.52890149,39.13768443
239033538,CRIMINAL DAMAGING/ENDANGERING,445,50.0,-84.52830448,39.13496003
239033538,CRIMINAL DAMAGING/ENDANGERING,445,50.0,-84.52810448,39.13372003
239033538,CRIMINAL DAMAGING/ENDANGERING,445,50.0,-84.52799448,39.13465003
239033538,CRIMINAL DAMAGING/ENDANGERING,445,50.0,-84.52796448,39.13326003
239033538,CRIMINAL DAMAGING/ENDANGERING,445,50.0,-84.52758448,39.13318003
239033538,CRIMINAL DAMAGING/ENDANGERING,445,50.0,-84.52721448,39.13363003
239033538,CRIMINAL DAMAGING/ENDANGERING,445,50.0,-84.52690448,39.13392003
239033581,THEFT,310,315.0,-84.56872857,39.10490101
239033581,THEFT,310,315.0,-84.56774857,39.10461101
239033605,CRIMINAL DAMAGING/ENDANGERING,230,150.0,-84.44200012,39.11879306
239033533,CRIMINAL DAMAGING/ENDANGERING,225,227.0,-84.42379687,39.11190825
239033609,THEFT,10,70.0,-84.50315681,39.14534501
239033535,CRIMINAL DAMAGING/ENDANGERING,3,333.0,-84.53090318,39.13772828
239033535,CRIMINAL DAMAGING/ENDANGERING,3,333.0,-84.53074318,39.13909828
239033535,CRIMINAL DAMAGING/ENDANGERING,3,333.0,-84.53058318,39.13772828
239033535,CRIMINAL DAMAGING/ENDANGERING,3,333.0,-84.53052318,39.13823828
239035697,TAKING THE IDENTITY OF ANOTHER,0,0.0,-84.51228209,39.17325266
239035090,FORGERY,0,100.0,-84.56158514,39.15178968
239035090,THEFT,0,100.0,-84.56145514,39.15244968
239034832,THEFT,0,210.0,-84.53205322,39.11824738
239033871,CRIMINAL DAMAGING/ENDANGERING,0,1630.0,-84.5289608,39.1422097
239033545,THEFT,0,650.0,-84.4351728,39.12488173
239033545,THEFT,0,650.0,-84.4345028,39.12494173
239033545,THEFT,0,650.0,-84.4335628,39.12491173
239033545,THEFT,0,650.0,-84.4335228,39.12536173
239033547,THEFT,0,630.0,-84.50166262,39.14710445
239033548,THEFT,0,430.0,-84.4350128,39.12636173
239033548,THEFT,0,430.0,-84.4349428,39.12548173
239033556,CRIMINAL DAMAGING/ENDANGERING,0,430.0,-84.4348328,39.12492173
239033548,THEFT,0,430.0,-84.4345628,39.12499173
239033548,THEFT,0,430.0,-84.4339528,39.12472173
239033548,THEFT,0,430.0,-84.4338628,39.12476173
239033548,THEFT,0,430.0,-84.4338328,39.12601173
239033610,THEFT,2359,1422.0,-84.56658874,39.1476454
239033610,THEFT,2359,1422.0,-84.56596874,39.1480454
239033529,AGGRAVATED ROBBERY,2343,2345.0,-84.58933851,39.149384
239033984,DOMESTIC VIOLENCE,2330,0.0,-84.55184349,39.11633184
239033829,BURGLARY,2320,2330.0,-84.55944804,39.12664283
239033528,THEFT,2315,2340.0,-84.42778249,39.161983
239033571,CRIMINAL DAMAGING/ENDANGERING,230,1015.0,-84.56637565,39.14649248
239033534,THEFT,230,10.0,-84.51296992,39.13867791
239033521,THEFT,2245,2250.0,-84.50813854,39.10937128
239033525,THEFT,224,2345.0,-84.49024037,39.12499786
239033586,THEFT,220,100.0,-84.52091481,39.12361319
239033552,CRIMINAL DAMAGING/ENDANGERING,220,60.0,-84.61127653,39.13824247
239033511,CRIMINAL DAMAGING/ENDANGERING,220,2218.0,-84.50953672,39.1098879
239033516,CRIMINAL DAMAGING/ENDANGERING,220,2218.0,-84.50939672,39.1088279
239033520,CRIMINAL DAMAGING/ENDANGERING,220,2218.0,-84.50898672,39.1098079
239033512,CRIMINAL DAMAGING/ENDANGERING,2139,2155.0,-84.46708035,39.17338266
239033517,THEFT,2115,2220.0,-84.54427697,39.17270022
239033518,CRIMINAL DAMAGING/ENDANGERING,2115,2130.0,-84.47113442,39.1743352
239033555,THEFT,210,720.0,-84.60897645,39.14292522
239033540,THEFT,210,50.0,-84.59838395,39.13425272
239033559,THEFT,210,50.0,-84.50902672,39.1088479
239033530,CRIMINAL DAMAGING/ENDANGERING,210,230.0,-84.3869596,39.0920684
